LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2MWET
41.25,-89.25,2021,1,4,1.43,2.46,0.39,287.23,24.97,43.01,3.12,0.02,0.12,2.16,-5.29
41.25,-88.75,2021,1,4,1.24,2.43,0.34,289.34,22.17,42.2,2.92,0.02,0.12,2.03,-5.32
41.25,-88.25,2021,1,4,1.24,2.43,0.34,289.34,22.17,42.2,2.92,0.02,0.12,2.03,-4.9
41.25,-87.75,2021,1,4,1.02,2.39,0.28,278.57,18.49,41.04,2.54,0.02,0.11,2.17,-4.29
41.75,-90.25,2021,1,4,1.03,2.45,0.28,290.13,18.37,42.84,2.26,0.02,0.09,2.41,-5.8
41.75,-89.75,2021,1,4,1.43,2.46,0.39,287.23,24.97,43.01,3.12,0.02,0.12,2.34,-6.1
41.75,-89.25,2021,1,4,1.43,2.46,0.39,287.23,24.97,43.01,3.12,0.02,0.12,2.27,-6.39
41.75,-88.75,2021,1,4,1.24,2.43,0.34,289.34,22.17,42.2,2.92,0.02,0.12,2.11,-6.68
41.75,-88.25,2021,1,4,1.24,2.43,0.34,289.34,22.17,42.2,2.92,0.02,0.12,2.19,-6.28
41.75,-87.75,2021,1,4,1.02,2.39,0.28,278.57,18.49,41.04,2.54,0.02,0.11,2.92,-4.51
42.25,-90.25,2021,1,4,0.65,2.3,0.19,289.66,12.26,39.88,1.68,0.02,0.07,2.57,-6.72
42.25,-89.75,2021,1,4,0.69,2.31,0.2,292.02,12.73,40.23,1.71,0.02,0.07,2.52,-7.13
42.25,-89.25,2021,1,4,0.69,2.31,0.2,292.02,12.73,40.23,1.71,0.02,0.07,2.51,-7.39
42.25,-88.75,2021,1,4,0.92,2.34,0.27,281.93,16.8,40.88,2.27,0.02,0.09,2.39,-7.66
42.25,-88.25,2021,1,4,0.92,2.34,0.27,281.93,16.8,40.88,2.27,0.02,0.09,2.53,-7.44
42.25,-87.75,2021,1,4,0.92,2.3,0.27,283.04,16.77,39.55,2.36,0.02,0.09,3.79,-4.4
37.75,-90.25,2021,1,5,3.11,3.15,0.72,245.05,54.07,55.35,6.22,0.05,0.3,0.95,0.35
37.75,-89.75,2021,1,5,3.16,3.15,0.73,256.06,54.78,55.41,6.27,0.05,0.3,1.49,0.77
37.75,-89.25,2021,1,5,3.16,3.15,0.73,256.06,54.78,55.41,6.27,0.05,0.3,1.79,1.09
37.75,-88.75,2021,1,5,3.14,3.13,0.72,265.12,54.26,54.8,6.15,0.05,0.29,1.99,1.17
37.75,-88.25,2021,1,5,3.14,3.13,0.72,265.12,54.26,54.8,6.15,0.05,0.29,2.3,0.99
37.75,-87.75,2021,1,5,3.06,3.14,0.7,264.2,52.93,54.85,6.09,0.05,0.3,2.38,0.69
38.25,-90.25,2021,1,5,3.0,3.01,0.72,242.01,51.92,52.91,5.88,0.05,0.27,1.26,-0.09
38.25,-89.75,2021,1,5,3.07,3.02,0.73,245.68,52.87,52.97,5.93,0.05,0.27,1.81,0.17
38.25,-89.25,2021,1,5,3.07,3.02,0.73,245.68,52.87,52.97,5.93,0.05,0.27,2.13,0.4
38.25,-88.75,2021,1,5,2.94,3.0,0.7,256.0,50.63,52.41,5.78,0.05,0.27,2.24,0.59
38.25,-88.25,2021,1,5,2.94,3.0,0.7,256.0,50.63,52.41,5.78,0.05,0.27,2.3,0.52
38.25,-87.75,2021,1,5,2.59,3.01,0.62,269.86,45.02,52.55,5.41,0.05,0.25,2.45,0.29
38.75,-90.25,2021,1,5,3.0,3.01,0.72,242.01,51.92,52.91,5.88,0.05,0.27,1.68,-0.88
38.75,-89.75,2021,1,5,3.07,3.02,0.73,245.68,52.87,52.97,5.93,0.05,0.27,2.0,-0.67
38.75,-89.25,2021,1,5,3.07,3.02,0.73,245.68,52.87,52.97,5.93,0.05,0.27,2.15,-0.41
38.75,-88.75,2021,1,5,2.94,3.0,0.7,256.0,50.63,52.41,5.78,0.05,0.27,2.16,-0.15
38.75,-88.25,2021,1,5,2.94,3.0,0.7,256.0,50.63,52.41,5.78,0.05,0.27,2.2,-0.0
38.75,-87.75,2021,1,5,2.59,3.01,0.62,269.86,45.02,52.55,5.41,0.05,0.25,2.31,-0.13
39.25,-90.25,2021,1,5,2.84,2.91,0.71,234.93,48.87,50.57,5.52,0.05,0.24,1.95,-1.89
39.25,-89.75,2021,1,5,2.38,2.91,0.59,253.39,40.78,50.44,4.66,0.04,0.21,2.06,-1.53
39.25,-89.25,2021,1,5,2.38,2.91,0.59,253.39,40.78,50.44,4.66,0.04,0.21,2.1,-1.15
39.25,-88.75,2021,1,5,1.93,2.89,0.48,281.11,33.51,50.15,4.16,0.04,0.19,2.11,-0.91
39.25,-88.25,2021,1,5,1.93,2.89,0.48,281.11,33.51,50.15,4.16,0.04,0.19,2.15,-0.59
39.25,-87.75,2021,1,5,1.48,2.89,0.37,294.09,26.53,50.45,3.59,0.03,0.17,2.21,-0.61
39.75,-90.25,2021,1,5,2.84,2.91,0.71,234.93,48.87,50.57,5.52,0.05,0.24,1.94,-2.89
39.75,-89.75,2021,1,5,2.38,2.91,0.59,253.39,40.78,50.44,4.66,0.04,0.21,1.97,-2.54
39.75,-89.25,2021,1,5,2.38,2.91,0.59,253.39,40.78,50.44,4.66,0.04,0.21,2.01,-2.14
39.75,-88.75,2021,1,5,1.93,2.89,0.48,281.11,33.51,50.15,4.16,0.04,0.19,2.09,-1.74
39.75,-88.25,2021,1,5,1.93,2.89,0.48,281.11,33.51,50.15,4.16,0.04,0.19,2.12,-1.34
39.75,-87.75,2021,1,5,1.48,2.89,0.37,294.09,26.53,50.45,3.59,0.03,0.17,2.19,-1.21
40.25,-90.25,2021,1,5,2.67,2.85,0.7,231.12,45.91,49.38,5.33,0.04,0.23,1.87,-4.07
40.25,-89.75,2021,1,5,2.43,2.86,0.63,265.65,42.25,49.98,5.12,0.05,0.22,1.81,-3.92
40.25,-89.25,2021,1,5,2.43,2.86,0.63,265.65,42.25,49.98,5.12,0.05,0.22,1.86,-3.57
40.25,-88.75,2021,1,5,1.52,2.81,0.4,293.34,26.17,49.08,3.34,0.03,0.16,2.02,-2.73
40.25,-88.25,2021,1,5,1.52,2.81,0.4,293.34,26.17,49.08,3.34,0.03,0.16,2.04,-2.27
40.25,-87.75,2021,1,5,0.88,2.75,0.23,296.34,15.98,47.66,2.24,0.02,0.11,2.14,-1.98
40.75,-90.25,2021,1,5,2.67,2.85,0.7,231.12,45.91,49.38,5.33,0.04,0.23,1.85,-5.09
40.75,-89.75,2021,1,5,2.43,2.86,0.63,265.65,42.25,49.98,5.12,0.05,0.22,1.79,-4.99
40.75,-89.25,2021,1,5,2.43,2.86,0.63,265.65,42.25,49.98,5.12,0.05,0.22,1.79,-4.68
40.75,-88.75,2021,1,5,1.52,2.81,0.4,293.34,26.17,49.08,3.34,0.03,0.16,1.91,-3.91
40.75,-88.25,2021,1,5,1.52,2.81,0.4,293.34,26.17,49.08,3.34,0.03,0.16,1.92,-3.31
40.75,-87.75,2021,1,5,0.88,2.75,0.23,296.34,15.98,47.66,2.24,0.02,0.11,2.01,-2.82
41.25,-90.25,2021,1,5,2.66,2.73,0.73,220.8,45.73,47.45,5.29,0.04,0.22,1.8,-5.66
41.25,-89.75,2021,1,5,2.43,2.73,0.66,261.14,41.82,47.69,5.0,0.04,0.21,1.82,-5.56
41.25,-89.25,2021,1,5,2.43,2.73,0.66,261.14,41.82,47.69,5.0,0.04,0.21,1.82,-5.33
41.25,-88.75,2021,1,5,1.37,2.65,0.38,294.59,23.91,46.19,3.12,0.03,0.13,1.84,-4.92
41.25,-88.25,2021,1,5,1.37,2.65,0.38,294.59,23.91,46.19,3.12,0.03,0.13,1.78,-4.09
41.25,-87.75,2021,1,5,1.12,2.61,0.3,286.24,20.18,45.3,2.84,0.02,0.12,1.91,-3.26
41.75,-90.25,2021,1,5,2.66,2.73,0.73,220.8,45.73,47.45,5.29,0.04,0.22,1.69,-5.86
41.75,-89.75,2021,1,5,2.43,2.73,0.66,261.14,41.82,47.69,5.0,0.04,0.21,1.72,-5.98
41.75,-89.25,2021,1,5,2.43,2.73,0.66,261.14,41.82,47.69,5.0,0.04,0.21,1.78,-5.77
41.75,-88.75,2021,1,5,1.37,2.65,0.38,294.59,23.91,46.19,3.12,0.03,0.13,1.79,-5.2
41.75,-88.25,2021,1,5,1.37,2.65,0.38,294.59,23.91,46.19,3.12,0.03,0.13,1.79,-4.44
41.75,-87.75,2021,1,5,1.12,2.61,0.3,286.24,20.18,45.3,2.84,0.02,0.12,2.33,-2.8
42.25,-90.25,2021,1,5,2.55,2.6,0.73,217.63,43.84,45.2,5.12,0.04,0.2,1.6,-5.5
42.25,-89.75,2021,1,5,2.27,2.58,0.65,252.06,39.34,45.05,4.56,0.04,0.19,1.59,-5.73
42.25,-89.25,2021,1,5,2.27,2.58,0.65,252.06,39.34,45.05,4.56,0.04,0.19,1.62,-5.56
42.25,-88.75,2021,1,5,0.97,2.53,0.28,298.75,17.3,44.2,2.3,0.02,0.1,1.65,-4.88
42.25,-88.25,2021,1,5,0.97,2.53,0.28,298.75,17.3,44.2,2.3,0.02,0.1,1.94,-4.37
42.25,-87.75,2021,1,5,0.9,2.47,0.26,285.26,16.6,43.09,2.38,0.02,0.1,3.01,-2.07
37.75,-90.25,2021,1,6,2.24,3.01,0.52,272.59,40.18,52.92,5.11,0.05,0.26,1.09,0.59
37.75,-89.75,2021,1,6,2.26,3.02,0.52,264.3,40.18,52.75,5.09,0.05,0.26,1.79,0.59
37.75,-89.25,2021,1,6,2.26,3.02,0.52,264.3,40.18,52.75,5.09,0.05,0.26,2.14,0.53
37.75,-88.75,2021,1,6,2.3,3.0,0.52,253.68,39.98,52.11,4.98,0.05,0.25,2.32,0.31
37.75,-88.25,2021,1,6,2.3,3.0,0.52,253.68,39.98,52.11,4.98,0.05,0.25,2.41,0.05
37.75,-87.75,2021,1,6,2.5,3.01,0.57,245.87,43.25,52.16,5.33,0.05,0.27,2.15,-0.25
38.25,-90.25,2021,1,6,2.31,2.87,0.55,263.59,40.95,50.55,5.08,0.05,0.25,1.54,0.28
38.25,-89.75,2021,1,6,2.05,2.89,0.49,258.03,36.8,50.76,4.66,0.05,0.23,2.26,0.18
38.25,-89.25,2021,1,6,2.05,2.89,0.49,258.03,36.8,50.76,4.66,0.05,0.23,2.66,0.06
38.25,-88.75,2021,1,6,2.2,2.92,0.52,254.13,39.16,51.45,4.91,0.05,0.24,2.67,-0.14
38.25,-88.25,2021,1,6,2.2,2.92,0.52,254.13,39.16,51.45,4.91,0.05,0.24,2.4,-0.32
38.25,-87.75,2021,1,6,2.08,2.93,0.49,257.12,37.32,51.56,4.76,0.05,0.23,2.15,-0.57
38.75,-90.25,2021,1,6,2.31,2.87,0.55,263.59,40.95,50.55,5.08,0.05,0.25,2.26,-0.14
38.75,-89.75,2021,1,6,2.05,2.89,0.49,258.03,36.8,50.76,4.66,0.05,0.23,2.64,-0.27
38.75,-89.25,2021,1,6,2.05,2.89,0.49,258.03,36.8,50.76,4.66,0.05,0.23,2.76,-0.4
38.75,-88.75,2021,1,6,2.2,2.92,0.52,254.13,39.16,51.45,4.91,0.05,0.24,2.57,-0.57
38.75,-88.25,2021,1,6,2.2,2.92,0.52,254.13,39.16,51.45,4.91,0.05,0.24,2.25,-0.69
38.75,-87.75,2021,1,6,2.08,2.93,0.49,257.12,37.32,51.56,4.76,0.05,0.23,1.99,-0.87
39.25,-90.25,2021,1,6,2.35,2.75,0.59,263.95,40.91,48.16,4.88,0.05,0.23,2.72,-0.61
39.25,-89.75,2021,1,6,1.85,2.76,0.46,264.95,32.64,48.19,4.09,0.04,0.2,2.75,-0.74
39.25,-89.25,2021,1,6,1.85,2.76,0.46,264.95,32.64,48.19,4.09,0.04,0.2,2.66,-0.85
39.25,-88.75,2021,1,6,1.61,2.78,0.4,269.3,28.83,48.91,3.73,0.04,0.18,2.45,-0.99
39.25,-88.25,2021,1,6,1.61,2.78,0.4,269.3,28.83,48.91,3.73,0.04,0.18,2.17,-1.11
39.25,-87.75,2021,1,6,1.88,2.78,0.47,269.81,34.08,49.18,4.4,0.04,0.2,1.93,-1.29
39.75,-90.25,2021,1,6,2.35,2.75,0.59,263.95,40.91,48.16,4.88,0.05,0.23,2.7,-1.22
39.75,-89.75,2021,1,6,1.85,2.76,0.46,264.95,32.64,48.19,4.09,0.04,0.2,2.59,-1.35
39.75,-89.25,2021,1,6,1.85,2.76,0.46,264.95,32.64,48.19,4.09,0.04,0.2,2.48,-1.45
39.75,-88.75,2021,1,6,1.61,2.78,0.4,269.3,28.83,48.91,3.73,0.04,0.18,2.32,-1.58
39.75,-88.25,2021,1,6,1.61,2.78,0.4,269.3,28.83,48.91,3.73,0.04,0.18,2.08,-1.81
39.75,-87.75,2021,1,6,1.88,2.78,0.47,269.81,34.08,49.18,4.4,0.04,0.2,1.88,-1.99
40.25,-90.25,2021,1,6,1.36,2.66,0.35,280.62,24.46,46.7,3.23,0.03,0.16,2.52,-2.17
40.25,-89.75,2021,1,6,2.0,2.71,0.52,271.81,34.58,48.2,4.0,0.04,0.2,2.35,-2.35
40.25,-89.25,2021,1,6,2.0,2.71,0.52,271.81,34.58,48.2,4.0,0.04,0.2,2.26,-2.45
40.25,-88.75,2021,1,6,1.82,2.71,0.47,266.63,32.29,48.09,3.94,0.04,0.18,2.25,-2.4
40.25,-88.25,2021,1,6,1.82,2.71,0.47,266.63,32.29,48.09,3.94,0.04,0.18,2.03,-2.66
40.25,-87.75,2021,1,6,1.7,2.67,0.44,281.34,30.45,47.13,3.84,0.03,0.17,1.83,-2.71
40.75,-90.25,2021,1,6,1.36,2.66,0.35,280.62,24.46,46.7,3.23,0.03,0.16,2.53,-3.32
40.75,-89.75,2021,1,6,2.0,2.71,0.52,271.81,34.58,48.2,4.0,0.04,0.2,2.23,-3.65
40.75,-89.25,2021,1,6,2.0,2.71,0.52,271.81,34.58,48.2,4.0,0.04,0.2,2.04,-3.75
40.75,-88.75,2021,1,6,1.82,2.71,0.47,266.63,32.29,48.09,3.94,0.04,0.18,2.05,-3.35
40.75,-88.25,2021,1,6,1.82,2.71,0.47,266.63,32.29,48.09,3.94,0.04,0.18,1.89,-3.29
40.75,-87.75,2021,1,6,1.7,2.67,0.44,281.34,30.45,47.13,3.84,0.03,0.17,1.68,-3.14
41.25,-90.25,2021,1,6,1.58,2.57,0.43,273.04,27.23,45.04,3.39,0.03,0.16,2.63,-4.37
41.25,-89.75,2021,1,6,1.51,2.57,0.41,274.11,26.23,45.08,3.27,0.03,0.16,2.26,-4.72
41.25,-89.25,2021,1,6,1.51,2.57,0.41,274.11,26.23,45.08,3.27,0.03,0.16,1.92,-4.73
41.25,-88.75,2021,1,6,1.96,2.59,0.53,274.21,34.4,45.77,4.11,0.04,0.18,1.77,-4.17
41.25,-88.25,2021,1,6,1.96,2.59,0.53,274.21,34.4,45.77,4.11,0.04,0.18,1.61,-3.59
41.25,-87.75,2021,1,6,1.71,2.54,0.46,282.37,30.09,44.66,3.76,0.03,0.16,1.45,-3.04
41.75,-90.25,2021,1,6,1.58,2.57,0.43,273.04,27.23,45.04,3.39,0.03,0.16,2.5,-5.08
41.75,-89.75,2021,1,6,1.51,2.57,0.41,274.11,26.23,45.08,3.27,0.03,0.16,2.21,-5.29
41.75,-89.25,2021,1,6,1.51,2.57,0.41,274.11,26.23,45.08,3.27,0.03,0.16,1.89,-5.27
41.75,-88.75,2021,1,6,1.96,2.59,0.53,274.21,34.4,45.77,4.11,0.04,0.18,1.65,-4.9
41.75,-88.25,2021,1,6,1.96,2.59,0.53,274.21,34.4,45.77,4.11,0.04,0.18,1.36,-3.75
41.75,-87.75,2021,1,6,1.71,2.54,0.46,282.37,30.09,44.66,3.76,0.03,0.16,1.4,-2.03
42.25,-90.25,2021,1,6,0.82,2.52,0.23,271.16,15.42,44.01,2.09,0.02,0.09,2.23,-5.52
42.25,-89.75,2021,1,6,0.87,2.53,0.25,275.62,15.98,44.27,2.03,0.02,0.09,1.96,-5.62
42.25,-89.25,2021,1,6,0.87,2.53,0.25,275.62,15.98,44.27,2.03,0.02,0.09,1.72,-5.63
42.25,-88.75,2021,1,6,1.25,2.51,0.36,282.77,22.42,43.84,2.95,0.02,0.13,1.55,-5.6
42.25,-88.25,2021,1,6,1.25,2.51,0.36,282.77,22.42,43.84,2.95,0.02,0.13,1.12,-3.99
42.25,-87.75,2021,1,6,1.32,2.45,0.38,275.33,23.2,42.7,3.04,0.02,0.12,1.44,-1.18
37.75,-90.25,2021,1,7,0.76,2.79,0.17,282.9,14.59,48.47,2.12,0.02,0.11,1.63,-0.56
37.75,-89.75,2021,1,7,0.61,2.78,0.14,283.54,11.95,48.29,1.77,0.02,0.09,2.63,-0.31
37.75,-89.25,2021,1,7,0.61,2.78,0.14,283.54,11.95,48.29,1.77,0.02,0.09,3.02,-0.11
37.75,-88.75,2021,1,7,0.53,2.84,0.12,284.39,10.52,49.59,1.53,0.02,0.07,3.2,-0.06
37.75,-88.25,2021,1,7,0.53,2.84,0.12,284.39,10.52,49.59,1.53,0.02,0.07,3.55,-0.06
37.75,-87.75,2021,1,7,0.8,2.85,0.18,282.73,15.56,49.59,2.2,0.02,0.12,3.24,-0.17
38.25,-90.25,2021,1,7,1.22,2.93,0.29,283.12,22.98,51.76,3.2,0.03,0.17,1.9,-0.78
38.25,-89.75,2021,1,7,1.14,2.94,0.27,279.26,21.4,51.86,2.98,0.03,0.16,2.87,-0.63
38.25,-89.25,2021,1,7,1.14,2.94,0.27,279.26,21.4,51.86,2.98,0.03,0.16,3.46,-0.48
38.25,-88.75,2021,1,7,1.17,2.93,0.27,275.73,21.55,51.52,2.96,0.03,0.15,3.57,-0.4
38.25,-88.25,2021,1,7,1.17,2.93,0.27,275.73,21.55,51.52,2.96,0.03,0.15,3.51,-0.32
38.25,-87.75,2021,1,7,1.26,2.93,0.3,274.38,23.41,51.55,3.18,0.03,0.16,3.27,-0.35
38.75,-90.25,2021,1,7,1.22,2.93,0.29,283.12,22.98,51.76,3.2,0.03,0.17,2.56,-1.05
38.75,-89.75,2021,1,7,1.14,2.94,0.27,279.26,21.4,51.86,2.98,0.03,0.16,3.13,-0.99
38.75,-89.25,2021,1,7,1.14,2.94,0.27,279.26,21.4,51.86,2.98,0.03,0.16,3.46,-0.92
38.75,-88.75,2021,1,7,1.17,2.93,0.27,275.73,21.55,51.52,2.96,0.03,0.15,3.46,-0.87
38.75,-88.25,2021,1,7,1.17,2.93,0.27,275.73,21.55,51.52,2.96,0.03,0.15,3.4,-0.69
38.75,-87.75,2021,1,7,1.26,2.93,0.3,274.38,23.41,51.55,3.18,0.03,0.16,3.21,-0.62
39.25,-90.25,2021,1,7,1.06,2.78,0.26,278.23,20.0,49.3,2.83,0.03,0.14,3.14,-1.49
39.25,-89.75,2021,1,7,1.19,2.79,0.29,278.56,22.09,49.38,3.07,0.03,0.16,3.31,-1.47
39.25,-89.25,2021,1,7,1.19,2.79,0.29,278.56,22.09,49.38,3.07,0.03,0.16,3.39,-1.44
39.25,-88.75,2021,1,7,1.32,2.79,0.33,280.74,24.25,48.98,3.3,0.03,0.16,3.36,-1.45
39.25,-88.25,2021,1,7,1.32,2.79,0.33,280.74,24.25,48.98,3.3,0.03,0.16,3.36,-1.27
39.25,-87.75,2021,1,7,1.6,2.8,0.4,284.45,28.98,49.2,3.84,0.04,0.19,3.24,-1.13
39.75,-90.25,2021,1,7,1.06,2.78,0.26,278.23,20.0,49.3,2.83,0.03,0.14,3.26,-1.99
39.75,-89.75,2021,1,7,1.19,2.79,0.29,278.56,22.09,49.38,3.07,0.03,0.16,3.25,-1.97
39.75,-89.25,2021,1,7,1.19,2.79,0.29,278.56,22.09,49.38,3.07,0.03,0.16,3.23,-1.98
39.75,-88.75,2021,1,7,1.32,2.79,0.33,280.74,24.25,48.98,3.3,0.03,0.16,3.22,-2.04
39.75,-88.25,2021,1,7,1.32,2.79,0.33,280.74,24.25,48.98,3.3,0.03,0.16,3.16,-2.0
39.75,-87.75,2021,1,7,1.6,2.8,0.4,284.45,28.98,49.2,3.84,0.04,0.19,3.1,-1.91
40.25,-90.25,2021,1,7,1.75,2.78,0.45,269.45,31.93,49.77,4.2,0.04,0.2,3.21,-2.48
40.25,-89.75,2021,1,7,1.88,2.83,0.48,276.1,34.33,51.08,4.44,0.05,0.22,3.11,-2.46
40.25,-89.25,2021,1,7,1.88,2.83,0.48,276.1,34.33,51.08,4.44,0.05,0.22,3.04,-2.49
40.25,-88.75,2021,1,7,1.81,2.81,0.47,275.2,32.4,50.09,4.2,0.04,0.2,3.03,-2.49
40.25,-88.25,2021,1,7,1.81,2.81,0.47,275.2,32.4,50.09,4.2,0.04,0.2,2.87,-2.57
40.25,-87.75,2021,1,7,1.54,2.81,0.4,284.6,27.3,49.77,3.57,0.04,0.18,2.84,-2.56
40.75,-90.25,2021,1,7,1.75,2.78,0.45,269.45,31.93,49.77,4.2,0.04,0.2,3.21,-3.02
40.75,-89.75,2021,1,7,1.88,2.83,0.48,276.1,34.33,51.08,4.44,0.05,0.22,3.07,-2.94
40.75,-89.25,2021,1,7,1.88,2.83,0.48,276.1,34.33,51.08,4.44,0.05,0.22,2.9,-2.94
40.75,-88.75,2021,1,7,1.81,2.81,0.47,275.2,32.4,50.09,4.2,0.04,0.2,2.8,-2.83
40.75,-88.25,2021,1,7,1.81,2.81,0.47,275.2,32.4,50.09,4.2,0.04,0.2,2.65,-2.85
40.75,-87.75,2021,1,7,1.54,2.81,0.4,284.6,27.3,49.77,3.57,0.04,0.18,2.64,-2.84
41.25,-90.25,2021,1,7,1.8,2.69,0.48,266.85,31.39,47.91,3.97,0.04,0.18,3.27,-3.58
41.25,-89.75,2021,1,7,1.57,2.69,0.42,278.9,27.14,47.98,3.41,0.03,0.16,3.15,-3.22
41.25,-89.25,2021,1,7,1.57,2.69,0.42,278.9,27.14,47.98,3.41,0.03,0.16,2.93,-3.0
41.25,-88.75,2021,1,7,1.15,2.67,0.31,282.6,20.48,47.26,2.74,0.02,0.12,2.7,-2.72
41.25,-88.25,2021,1,7,1.15,2.67,0.31,282.6,20.48,47.26,2.74,0.02,0.12,2.53,-2.71
41.25,-87.75,2021,1,7,1.12,2.64,0.3,285.89,20.12,46.39,2.75,0.02,0.13,2.6,-2.63
41.75,-90.25,2021,1,7,1.8,2.69,0.48,266.85,31.39,47.91,3.97,0.04,0.18,3.27,-4.05
41.75,-89.75,2021,1,7,1.57,2.69,0.42,278.9,27.14,47.98,3.41,0.03,0.16,3.31,-3.48
41.75,-89.25,2021,1,7,1.57,2.69,0.42,278.9,27.14,47.98,3.41,0.03,0.16,3.2,-2.91
41.75,-88.75,2021,1,7,1.15,2.67,0.31,282.6,20.48,47.26,2.74,0.02,0.12,2.86,-2.52
41.75,-88.25,2021,1,7,1.15,2.67,0.31,282.6,20.48,47.26,2.74,0.02,0.12,2.59,-2.21
41.75,-87.75,2021,1,7,1.12,2.64,0.3,285.89,20.12,46.39,2.75,0.02,0.13,3.19,-1.51
42.25,-90.25,2021,1,7,1.39,2.57,0.39,267.05,25.2,45.41,3.43,0.03,0.15,3.02,-4.37
42.25,-89.75,2021,1,7,0.89,2.56,0.25,268.91,15.88,45.09,2.11,0.02,0.09,3.22,-3.95
42.25,-89.25,2021,1,7,0.89,2.56,0.25,268.91,15.88,45.09,2.11,0.02,0.09,3.31,-3.27
42.25,-88.75,2021,1,7,0.8,2.56,0.23,266.84,14.58,45.07,1.98,0.02,0.09,3.24,-2.64
42.25,-88.25,2021,1,7,0.8,2.56,0.23,266.84,14.58,45.07,1.98,0.02,0.09,2.75,-2.19
42.25,-87.75,2021,1,7,0.72,2.52,0.2,282.23,13.48,43.98,2.0,0.02,0.09,3.91,-0.6
37.75,-90.25,2021,1,8,0.75,3.16,0.17,291.36,14.16,55.79,2.12,0.02,0.12,1.6,-1.57
37.75,-89.75,2021,1,8,0.85,3.15,0.2,292.63,15.96,55.65,2.36,0.02,0.12,2.56,-1.3
37.75,-89.25,2021,1,8,0.85,3.15,0.2,292.63,15.96,55.65,2.36,0.02,0.12,2.87,-1.2
37.75,-88.75,2021,1,8,0.73,3.1,0.16,294.6,13.52,54.49,1.96,0.02,0.1,2.91,-1.24
37.75,-88.25,2021,1,8,0.73,3.1,0.16,294.6,13.52,54.49,1.96,0.02,0.1,3.07,-1.33
37.75,-87.75,2021,1,8,0.92,3.08,0.21,294.59,17.02,54.52,2.45,0.02,0.13,2.93,-1.42
38.25,-90.25,2021,1,8,0.83,3.03,0.2,293.47,15.56,53.21,2.27,0.02,0.12,1.98,-1.52
38.25,-89.75,2021,1,8,0.73,3.03,0.17,297.52,13.59,53.37,1.98,0.02,0.11,2.93,-1.35
38.25,-89.25,2021,1,8,0.73,3.03,0.17,297.52,13.59,53.37,1.98,0.02,0.11,3.41,-1.32
38.25,-88.75,2021,1,8,0.68,3.02,0.16,295.01,12.57,53.18,1.82,0.02,0.1,3.39,-1.4
38.25,-88.25,2021,1,8,0.68,3.02,0.16,295.01,12.57,53.18,1.82,0.02,0.1,3.12,-1.55
38.25,-87.75,2021,1,8,0.83,3.01,0.2,296.95,15.35,53.23,2.17,0.02,0.12,3.04,-1.71
38.75,-90.25,2021,1,8,0.83,3.03,0.2,293.47,15.56,53.21,2.27,0.02,0.12,2.7,-1.59
38.75,-89.75,2021,1,8,0.73,3.03,0.17,297.52,13.59,53.37,1.98,0.02,0.11,3.27,-1.51
38.75,-89.25,2021,1,8,0.73,3.03,0.17,297.52,13.59,53.37,1.98,0.02,0.11,3.53,-1.47
38.75,-88.75,2021,1,8,0.68,3.02,0.16,295.01,12.57,53.18,1.82,0.02,0.1,3.41,-1.52
38.75,-88.25,2021,1,8,0.68,3.02,0.16,295.01,12.57,53.18,1.82,0.02,0.1,3.16,-1.66
38.75,-87.75,2021,1,8,0.83,3.01,0.2,296.95,15.35,53.23,2.17,0.02,0.12,3.03,-1.89
39.25,-90.25,2021,1,8,0.85,2.9,0.21,285.81,15.85,50.77,2.24,0.02,0.12,3.33,-1.95
39.25,-89.75,2021,1,8,0.95,2.91,0.23,293.16,17.41,50.85,2.48,0.03,0.13,3.56,-1.85
39.25,-89.25,2021,1,8,0.95,2.91,0.23,293.16,17.41,50.85,2.48,0.03,0.13,3.64,-1.74
39.25,-88.75,2021,1,8,1.25,2.9,0.3,295.14,21.92,50.62,2.88,0.03,0.16,3.56,-1.67
39.25,-88.25,2021,1,8,1.25,2.9,0.3,295.14,21.92,50.62,2.88,0.03,0.16,3.41,-1.73
39.25,-87.75,2021,1,8,1.55,2.91,0.38,294.71,27.66,50.95,3.65,0.04,0.2,3.22,-1.98
39.75,-90.25,2021,1,8,0.85,2.9,0.21,285.81,15.85,50.77,2.24,0.02,0.12,3.53,-2.47
39.75,-89.75,2021,1,8,0.95,2.91,0.23,293.16,17.41,50.85,2.48,0.03,0.13,3.66,-2.34
39.75,-89.25,2021,1,8,0.95,2.91,0.23,293.16,17.41,50.85,2.48,0.03,0.13,3.7,-2.17
39.75,-88.75,2021,1,8,1.25,2.9,0.3,295.14,21.92,50.62,2.88,0.03,0.16,3.68,-1.97
39.75,-88.25,2021,1,8,1.25,2.9,0.3,295.14,21.92,50.62,2.88,0.03,0.16,3.59,-1.96
39.75,-87.75,2021,1,8,1.55,2.91,0.38,294.71,27.66,50.95,3.65,0.04,0.2,3.42,-2.2
